PID,USER,PR,NI,VIRT,RES,SHR,S,%CPU,%MEM,TIME+,COMMAND
4671,root,20,0,145996,2004,1448,R,0.2,0.0,0:00.05,top

2017-04-14T23:08:20Z 
4697,root,20,0,107920,616,528,R,96.0,0.0,0:04.81,dd
3772,apache,20,0,483588,10968,3732,S,3.6,0.1,1:10.02,httpd
3893,apache,20,0,483588,11952,4720,S,3.6,0.1,0:35.92,httpd
3770,apache,20,0,483588,11056,3812,S,3.4,0.1,0:49.89,httpd
3701,apache,20,0,483588,11940,4692,S,1.8,0.1,1:02.23,httpd
3809,apache,20,0,483588,12584,5328,S,1.8,0.2,1:11.46,httpd
29953,tcpdump,20,0,50904,8200,5832,S,0.4,0.1,1:29.13,tcpdump
15,root,20,0,0,0,0,S,0.2,0.0,0:13.13,rcuos/1
593,root,20,0,119648,11992,6908,S,0.2,0.1,1:42.38,snmpd
3535,mysql,20,0,1850116,213844,8520,S,0.2,2.6,0:13.19,mysqld
4607,dmittal,20,0,679556,19368,4312,S,0.2,0.2,0:00.35,python
4631,root,20,0,1989356,18360,4116,S,0.2,0.2,0:00.26,python
4673,root,20,0,113180,992,840,S,0.2,0.0,0:00.02,sadc

2017-04-14T23:08:25Z 
4485,apache,20,0,483524,10504,3288,S,3.8,0.1,0:19.41,httpd
3772,apache,20,0,483588,10968,3732,S,3.6,0.1,1:10.20,httpd
3893,apache,20,0,483588,11952,4720,S,3.6,0.1,0:36.10,httpd
3704,apache,20,0,483516,10792,3572,S,2.0,0.1,0:57.26,httpd
3701,apache,20,0,483588,11940,4692,S,1.8,0.1,1:02.32,httpd
3809,apache,20,0,483588,12584,5328,S,1.8,0.2,1:11.55,httpd
3966,apache,20,0,483588,12352,5096,S,1.8,0.2,0:37.89,httpd
4487,apache,20,0,483588,11004,3768,S,1.8,0.1,0:06.66,httpd
3535,mysql,20,0,1850116,213844,8520,S,0.4,2.6,0:13.21,mysqld
4607,dmittal,20,0,679556,19368,4312,S,0.2,0.2,0:00.36,python
4631,root,20,0,2136820,18360,4116,S,0.2,0.2,0:00.27,python
4665,root,20,0,141808,5548,1280,S,0.2,0.1,0:00.01,sar_gather+

2017-04-14T23:08:30Z 
3772,apache,20,0,483588,10968,3732,S,3.6,0.1,1:10.38,httpd
3893,apache,20,0,483588,11952,4720,S,3.6,0.1,0:36.28,httpd
4485,apache,20,0,483524,10504,3288,S,3.6,0.1,0:19.59,httpd
3809,apache,20,0,483588,12584,5328,S,1.8,0.2,1:11.64,httpd
4487,apache,20,0,483588,11004,3768,S,1.6,0.1,0:06.74,httpd
4631,root,20,0,2358016,20408,4116,S,0.4,0.2,0:00.29,python
3535,mysql,20,0,1850116,213844,8520,S,0.2,2.6,0:13.22,mysqld
4086,root,20,0,0,0,0,S,0.2,0.0,0:01.23,kworker/1:2
4607,dmittal,20,0,679556,19368,4312,S,0.2,0.2,0:00.37,python
4671,root,20,0,145996,2004,1448,R,0.2,0.0,0:00.06,top
29953,tcpdump,20,0,50904,8200,5832,S,0.2,0.1,1:29.14,tcpdump

2017-04-14T23:08:35Z 
3772,apache,20,0,483588,10968,3732,S,3.4,0.1,1:10.55,httpd
3893,apache,20,0,483588,11952,4720,S,3.4,0.1,0:36.45,httpd
4485,apache,20,0,483524,10504,3288,S,3.4,0.1,0:19.76,httpd
4486,apache,20,0,483524,10660,3444,S,2.0,0.1,0:19.61,httpd
4568,apache,20,0,483392,10408,3212,S,2.0,0.1,0:00.66,httpd
3770,apache,20,0,483588,11056,3812,S,1.8,0.1,0:49.98,httpd
4487,apache,20,0,483588,11004,3768,S,1.8,0.1,0:06.83,httpd
3809,apache,20,0,483588,12584,5328,S,1.6,0.2,1:11.72,httpd
3535,mysql,20,0,1850116,213844,8520,S,0.4,2.6,0:13.24,mysqld
4607,dmittal,20,0,679556,19368,4312,S,0.2,0.2,0:00.38,python
4631,root,20,0,2505480,20624,4116,S,0.2,0.3,0:00.30,python
4671,root,20,0,145996,2004,1448,R,0.2,0.0,0:00.07,top
29953,tcpdump,20,0,50904,8200,5832,S,0.2,0.1,1:29.15,tcpdump

2017-04-14T23:08:40Z 
3772,apache,20,0,483588,10968,3732,S,3.6,0.1,1:10.73,httpd
3893,apache,20,0,483588,11952,4720,S,3.6,0.1,0:36.63,httpd
4485,apache,20,0,483524,10504,3288,S,3.6,0.1,0:19.94,httpd
3770,apache,20,0,483588,11056,3812,S,2.0,0.1,0:50.08,httpd
4568,apache,20,0,483392,10408,3212,S,2.0,0.1,0:00.76,httpd
4607,dmittal,20,0,679556,19368,4312,S,0.4,0.2,0:00.40,python
4631,root,20,0,2530068,18600,4116,S,0.4,0.2,0:00.32,python
13,root,20,0,0,0,0,S,0.2,0.0,0:28.61,rcu_sched
3535,mysql,20,0,1850116,213844,8520,S,0.2,2.6,0:13.25,mysqld
